title,host_is_superhost,neighbourhood,city,state,zipcode,latitude,longitude,property_type,price,has_availability,number_of_reviews
Brand New Townhouse w/Rooftop Deck!,f,,Seattle,WA,98122,47.61742570399480,-122.30090157403600,House,175.00,t,17
Entire House Close to Downtown & UW,f,Minor,Seattle,WA,98122,47.60881883523650,-122.30073554972400,House,150.00,t,1
Madrona Basement Walk-Out Suite,f,Minor,Seattle,WA,98122,47.612943859300900,-122.298556754718,House,109.00,t,6
Central District's Central Digs,f,Minor,Seattle,WA,98122,47.618374660006200,-122.29770520237900,Apartment,85.00,t,15
"1BD Apt near Downtown, UW, Cap Hill",f,Minor,Seattle,WA,98122,47.61027135556050,-122.30186882016600,Apartment,80.00,t,35
Modern large home close to downtown,f,,Seattle,WA,98122,47.6159681584389,-122.29821734617900,House,115.00,t,0
1BR apt in cute 1904 Victorian,f,Minor,Seattle,WA,98122,47.60279527919700,-122.30167436775300,Apartment,85.00,t,88
cosy house in central seattle,f,Minor,Seattle,WA,98122,47.60913635805180,-122.29518831031600,House,200.00,t,1
Modern Suite with Cozy Sitting Room,t,Harrison/Denny-Blaine,Seattle,WA,98112,47.618316340937800,-122.29004929195500,Apartment,169.00,t,42
Sun filled Madrona cottage,f,Madrona,Seattle,WA,98122,47.61815491565200,-122.287582643562,House,130.00,t,13
Madrona Studio w/Private Entrance,t,Madrona,Seattle,WA,98122,47.61635681786920,-122.29133601492,House,79.00,t,36
Chic detached studio/apt in Madrona,t,,Seattle,WA,98112,47.61356637727900,-122.29005758622500,Cabin,125.00,t,11
"Spectacular view, great location.",t,Madrona,Seattle,WA,98122,47.609263708318900,-122.28573234505600,House,80.00,t,78
Spacious 1920's room w/huge windows,f,Madrona,Seattle,WA,98122,47.61619937606610,-122.29119220433400,Apartment,66.00,t,6
Beautiful Madrona Large Private  ,t,Madrona,Seattle,WA,98122,47.60823704882710,-122.29008955359600,House,97.00,t,58
Lake Views and Bald Eagle sightings,t,Madrona,Seattle,WA,98122,47.61316306737070,-122.28232551343300,House,58.00,t,11
Cozy Private Home near the Lake #2,t,Madrona,Seattle,WA,98122,47.61708714964420,-122.29313943380100,House,125.00,t,0
Room in quite central district home,f,Madrona,Seattle,WA,98122,47.61043977115340,-122.29561205304000,House,50.00,t,0
Madrona Family Home,t,Madrona,Seattle,WA,98122,47.615005495333400,-122.29000153293600,House,350.00,t,3
"Cozy,light filled, large 2 bedroom",f,Madrona,Seattle,WA,98122,47.614555957951800,-122.29017881020200,House,375.00,t,1
Charming Victorian Central Seattle,f,Madrona,Seattle,WA,98122,47.61093921818370,-122.29408922946600,House,240.00,t,3
Classic Seattle / Central+Madrona,f,,Seattle,WA,98122,47.6109344369786,-122.29382064484600,House,189.00,t,1
Modern Home in the heart of Seattle,f,Madrona,Seattle,WA,98122,47.61096565742070,-122.29332714207000,House,250.00,t,1
1 BR Apartment by Lake Washington,f,Madrona,Seattle,WA,98122,47.6086574109611,-122.2948638432920,Apartment,90.00,t,0
Chill Central District 2BR,t,Madrona,Seattle,WA,98122,47.609070018702500,-122.29613261017400,House,125.00,t,31
Modern Comfort in a Sweet Location,f,Madrona,Seattle,WA,98122,47.614957569403500,-122.2891258976370,Townhouse,155.00,t,1
Fabulous home for a family!,f,Madrona,Seattle,WA,98122,47.60974856785950,-122.29010858095300,House,195.00,t,2
Cozy Private Home near the Lake #1,t,Madrona,Seattle,WA,98122,47.61632845383800,-122.29548181260700,House,69.00,t,29
Charming Seattle Urban Studio,f,Minor,Seattle,WA,98122,47.61028147921470,-122.29574436760600,Apartment,200.00,t,12
Charming Apartment in Madrona,t,Leschi,Seattle,WA,98122,47.608143716909300,-122.29196293143600,Apartment,75.00,t,63
Retreat like home in the woods,f,Madrona,Seattle,WA,98122,47.61498153572320,-122.28356971870300,House,225.00,t,0
Awesome Studio In Heart of Seattle,f,Minor,Seattle,WA,98112,47.61853608599050,-122.29572378483200,Apartment,135.00,t,26
Industrial comfortable studio loft,f,Madrona,Seattle,WA,98122,47.61251152947630,-122.28994417870100,Loft,85.00,t,2
Newly remodeled spacious apartment,f,Madrona,Seattle,WA,98122,47.611216615583700,-122.2960781992300,Apartment,110.00,t,1
Madison Valley Triplex,f,,Seattle,WA,98122,47.61601738704290,-122.29266186470400,Townhouse,110.00,t,10
Madrona Craftsman,f,,Seattle,WA,98122,47.61018869979220,-122.29217040287500,House,250.00,t,1
Cozy Cottage in Madrona,f,Madrona,Seattle,WA,98122,47.61152475222440,-122.28881868718700,Other,85.00,t,11
Room in great house near downtown,f,Madrona,Seattle,WA,98122,47.6112685773953,-122.29146476757300,House,50.00,t,11
Comfy Craftsman with Mountain View,f,Madrona,Seattle,WA,98122,47.61568370664230,-122.28517397629900,Apartment,78.00,t,4
Sweet and Cozy Madrona Apartment,f,Madrona,Seattle,WA,98122,47.61593275983530,-122.28531414190600,Apartment,95.00,t,65
"Beautiful home, minutes to Downtown",f,Madrona,Seattle,WA,98122,47.617508583547000,-122.2920225627570,House,95.00,t,7
180° Lake & Mtn View Home!,f,Madrona,Seattle,WA,98122,47.615897424107300,-122.28204290999300,House,295.00,t,0
Charming Craftsman in Madrona,f,,Seattle,WA,98122,47.615199387925700,-122.29417850100500,House,175.00,t,2
Madrona Casita,f,Madrona,Seattle,WA,98122,47.60808438730840,-122.29434247770300,Apartment,90.00,t,19
Airy room with stellar views,f,Madrona,Seattle,WA,98122,47.61625334048030,-122.29306664685800,House,68.00,t,1
Guest Suite with Private Entrance,f,Madrona,Seattle,WA,98122,47.615125486250000,-122.29442820862300,House,74.00,t,4
"Madrona, 1 bedroom apt",f,Madrona,Seattle,WA,98122,47.611710814089300,-122.28772299178800,Apartment,80.00,t,0
Bungalow 3 BR home in Madrona,f,Madrona,Seattle,WA,98122,47.616088330528600,-122.28850172798900,House,500.00,t,6
Seattle Above Lake Washington,t,Madrona,Seattle,WA,98122,47.61553435758200,-122.28300250056900,Apartment,115.00,t,11
Charming Madrona Home,f,,Seattle,WA,98122,47.61056360123110,-122.2863438084950,House,500.00,t,0
Seattle: Private Luxury 1BD Suite,t,,Seattle,WA,98112,47.618353361143600,-122.28745604564800,House,115.00,t,53
Cozy home for world travelers,f,Madrona,Seattle,WA,98122,47.61648988572800,-122.29401821150400,Apartment,125.00,t,21
"Perfect for families, best location",f,Madrona,Seattle,WA,98122,47.61217344252550,-122.29192838094000,House,350.00,t,2
Garden suite with incredible views,f,Madrona,Seattle,WA,98122,47.61556576443700,-122.28527866612000,House,140.00,t,60
serene apartment close to UW,f,University District,Seattle,WA,98105,47.66519839543150,-122.3052890189640,Apartment,80.00,t,64
"2 Baths W/D,View walk UW (302)",f,University District,Seattle,WA,98105,47.66415028240260,-122.3039721417720,Apartment,145.00,t,10
Amazing English Tudor Home Near UW,f,University District,Seattle,WA,98105,47.669407378312200,-122.3083481582270,House,150.00,t,3
Private bath walk UW U Village(202),f,University District,Seattle,WA,98105,47.66404592726380,-122.30353209380600,Condominium,65.00,t,2
UW Hacker House - 2nd flr 2p U,f,University District,Seattle,WA,98105,47.657329108701000,-122.31746735680500,House,50.00,t,0
cozy balcony apt one block to UW ,f,University District,Seattle,WA,98105,47.66449697379740,-122.31277272196100,Apartment,65.00,t,14
Cozy oasis in vibrant neighborhood,f,University District,Seattle,WA,98103,47.65993300424420,-122.3214421155830,Other,45.00,t,0
A bedroom close to UW,f,University District,Seattle,WA,98105,47.662155161872500,-122.30354468198400,Apartment,35.00,t,0
The Greek Island Room w/ Breakfast,f,,Seattle,WA,98105,47.664224523375600,-122.30974096102800,House,41.00,t,14
Cozy Room Near UW,f,University District,Seattle,WA,98105,47.667788027114500,-122.31998465568300,House,59.00,t,36
Spacious Cozy Home by UW Lake Union,f,University District,Seattle,WA,98105,47.657491746637800,-122.31989780594300,Townhouse,49.00,t,0
French Country Room w/Breakfast,f,University District,Seattle,WA,98105,47.666640041333300,-122.31648237770100,House,47.00,t,28
Craftsman in University District,f,University District,Seattle,WA,98105,47.667222613008200,-122.31679834604900,House,65.00,t,14
Cozy Loft Bed Near UW and Downtown,f,University District,Seattle,WA,98105,47.658897846643700,-122.32217328627700,Apartment,41.00,t,6
1 Bedroom by UW for Summer Rental,f,University District,Seattle,WA,98105,47.659005350330100,-122.32175592906300,Apartment,35.00,t,1
The Southwestern Room w/ Breakfast,f,,Seattle,WA,98105,47.66491324794350,-122.30976375393600,House,43.00,t,12
The British Room w/ Breakfast,f,,Seattle,WA,98105,47.663393524597400,-122.31149608670400,House,44.00,t,14
Private room 1 min from UW,f,,Seattle,WA,98105,47.66130990161430,-122.31007222224700,Apartment,99.00,t,0
The Seattle Room w/Breakfast,f,,Seattle,WA,98105,47.66452089958870,-122.30959832355600,House,45.00,t,8
Roosevelt / Ravenna Retreat Apt.,t,Roosevelt,Seattle,WA,98115,47.67205628405600,-122.3177188511540,Apartment,98.00,t,9
"Studio Apt with patio, #105",f,University District,Seattle,WA,98105,47.65737283946540,-122.31460629193300,Apartment,109.00,t,1
1BD Apt. in University District,f,University District,Seattle,WA,98105,47.66637833513890,-122.3168924537310,Apartment,75.00,t,3
Sunny rooftop U district studio!,f,University District,Seattle,WA,98105,47.65890869526000,-122.31479362436300,Apartment,88.00,t,18
Center UW Comfy Quiet & View (302),f,University District,Seattle,WA,98105,47.66218140898000,-122.31339111651800,Apartment,98.00,t,9
Steps to UW Wood Floor Remodeled 12,f,University District,Seattle,WA,98105,47.65732954014210,-122.31780935531900,Apartment,75.00,t,1
Elegant Tangerine Room w/Breakfast,f,University District,Seattle,WA,98105,47.666955929106400,-122.3155975043500,House,40.00,t,30
Great Location HEART of UW Studio,f,University District,Seattle,WA,98105,47.65707081848170,-122.31426023387500,Apartment,85.00,t,7
650 sqft 1 bed 1 bath apt,f,University District,Seattle,WA,98105,47.656342168111400,-122.31883984397500,Apartment,100.00,t,0
UNIVERSITY DISTRC CHARMER (Sleep10),f,University District,Seattle,WA,98105,47.66494949497080,-122.32113277173200,House,275.00,t,17
Remodeled Walk to UW/View/Serene #F,f,University District,Seattle,WA,98105,47.66701647686930,-122.30440085782200,Apartment,105.00,t,29
Spacious Fast Internet Walk to UW43,f,University District,Seattle,WA,98105,47.6591700737371,-122.31653539871500,Apartment,78.00,t,7
Lovely 1 bedroom apartment,f,University District,Seattle,WA,98105,47.66456190765460,-122.30839942990900,Apartment,150.00,t,8
Steps to UW spacious New carpet 33,f,University District,Seattle,WA,98105,47.6589290542303,-122.31630780258700,Apartment,95.00,t,3
"2 Baths W/D,View walk UW (302)",f,University District,Seattle,WA,98105,47.663140025567400,-122.30285003940000,Condominium,155.00,t,0
Studio Apt w/ Patio - #B02,f,University District,Seattle,WA,98105,47.65760578287430,-122.31444467021900,Apartment,109.00,t,1
"Center UW, Comfy, Quiet &View (217)",f,University District,Seattle,WA,98105,47.66239538120560,-122.31462984409000,Apartment,80.00,t,0
Center UW Blast Internet New #101,f,University District,Seattle,WA,98105,47.66307119948010,-122.31301726802000,Apartment,80.00,t,0
Sweet Family Home near UW,f,University District,Seattle,WA,98105,47.67056917067300,-122.31579486009900,House,125.00,t,2
Master Bedroom in 3BD Apartment,f,University District,Seattle,WA,98105,47.65641448777150,-122.31723831850400,Apartment,55.00,t,1
"Center UW, Comfy, Clean &View (204)",f,University District,Seattle,WA,98105,47.661693639722300,-122.31291415717200,Apartment,98.00,t,15
"Center UW, Comfy, Quiet &View (303)",f,University District,Seattle,WA,98105,47.663145437417300,-122.31341300716000,Apartment,82.00,t,0
Cozy 1bed apartment in the U-Dist,f,University District,Seattle,WA,98105,47.657303533442300,-122.31866010570500,Apartment,70.00,t,0
Cozy room in the U-District,f,,Seattle,WA,98105,47.65741764143600,-122.32064407884300,Apartment,55.00,t,0
"Spacious,modernU Village W/D (304)",f,University District,Seattle,WA,98105,47.66436520121170,-122.30322582970800,Apartment,110.00,t,13
Ideal for Family Reunions/Getaways,t,University District,Seattle,WA,98105,47.667575378459000,-122.31871564666300,House,350.00,t,1
Ravenna Craftsman - 4 Bdrm by UW!,f,University District,Seattle,WA,98105,47.66825151526440,-122.30944969560100,House,295.00,t,2
"Super comfortable, UW (44)",f,University District,Seattle,WA,98105,47.65962584333520,-122.31742070915900,Apartment,105.00,t,25
New carpet Walk to UW. Quiet Top 50,f,University District,Seattle,WA,98105,47.657530358517400,-122.31785317939300,Apartment,85.00,t,17
Apt In University District w/ View,f,University District,Seattle,WA,98105,47.659329302652500,-122.3134564763320,Apartment,75.00,t,0
Center UW Comfy Wood Floor (216),f,University District,Seattle,WA,98105,47.66145427696400,-122.3129248667420,Apartment,95.00,t,1
Spacious Room in the U District,f,University District,Seattle,WA,98105,47.66749233376810,-122.31528244887800,House,75.00,t,12
The Pink Room w/Breakfast,f,University District,Seattle,WA,98105,47.666677244725800,-122.31634372180200,House,45.00,t,28
A duplex near U district!,f,University District,Seattle,WA,98105,47.66622474460780,-122.31760932552200,House,30.00,t,1
UW Hacker House - 2nd flr 4p 2L,f,University District,Seattle,WA,98105,47.658657646973600,-122.31896668433800,House,42.00,t,0
Classic Craftsman - 95 Walk Score!,f,Roosevelt,Seattle,WA,98115,47.67136970024970,-122.3157986876820,House,250.00,t,10
U-District/Ravenna Townhouse Room,f,University District,Seattle,WA,98105,47.67140572894380,-122.31678474108500,House,43.00,t,11
Modern apt with vintage flair,f,,Seattle,WA,98105,47.663117465945000,-122.31881338569700,Apartment,125.00,t,1
Great Location Near the University,t,University District,Seattle,WA,98105,47.66818255139420,-122.31737174737600,Apartment,112.00,t,40
"3 Min walk to UW, Large Quiet (51)",f,University District,Seattle,WA,98105,47.657124776967400,-122.3178221340470,Apartment,85.00,t,8
Small&cozy place to stay in Seattle,f,University District,Seattle,WA,98105,47.65700652169630,-122.31961966083300,Apartment,63.00,t,9
The Yellow Room w/Breakfast,f,University District,Seattle,WA,98105,47.66709568535480,-122.31680859382200,House,41.00,t,15
Bright Remodeled Basement Apartment,t,University District,Seattle,WA,98105,47.66580428060750,-122.32088757675600,House,79.00,t,17
Across St. UW Tower Hotel Deca 206,f,University District,Seattle,WA,98105,47.66250162237270,-122.31341625338200,Apartment,70.00,t,1
The perfect home base in U-District,f,University District,Seattle,WA,98105,47.666914498205000,-122.31427340251,Apartment,85.00,t,36
Center UW Quiet Comfy shortwalk 308,f,University District,Seattle,WA,98105,47.66125017620660,-122.31439334082400,Apartment,110.00,t,5
Nice bedroom close to UW and bus,f,University District,Seattle,WA,98105,47.66581865947710,-122.30317129207500,Apartment,53.00,t,1
Comfortable Room Near UW,f,University District,Seattle,WA,98105,47.66765062689850,-122.31948013874000,House,75.00,t,3
3 BR/1 BA Seattle Cottage,f,University District,Seattle,WA,98105,47.67119879073300,-122.31509324262300,House,125.00,t,10
Center UW Comfy Quiet & View (306),f,University District,Seattle,WA,98105,47.661322949486700,-122.31498353855400,Apartment,90.00,t,6
UW Studio Apartment,f,University District,Seattle,WA,98105,47.66443670912080,-122.30673806651400,Apartment,85.00,t,14
Center UW Blast Internet New #102,f,University District,Seattle,WA,98105,47.66116769019260,-122.31465123900600,Apartment,85.00,t,12
Remodeled wood Floor walk to UW 101,f,University District,Seattle,WA,98105,47.66101091990220,-122.31373440078300,Apartment,88.00,t,12
Serene W/D  walk toUW/U Village 404,f,University District,Seattle,WA,98105,47.66267229546640,-122.3043698309530,Apartment,92.00,t,1
Cute room right by express lane,f,University District,Seattle,WA,98105,47.65895308711310,-122.32197858006700,Apartment,28.00,t,0
Center UW Blast Internet New #102,f,University District,Seattle,WA,98105,47.661484948049100,-122.31569340276800,Apartment,70.00,t,1
Deluxe Room/Full Bath in U District,t,,Seattle,WA,98105,47.66852257818000,-122.31545396579900,House,78.00,t,18
Small room w. mattress close to DT,f,,Seattle,WA,98105,47.66948569204270,-122.31455013476600,House,30.00,t,0
Center UW Good WiFi Comfy 217,f,University District,Seattle,WA,98105,47.661294011495400,-122.3131820121500,Apartment,93.00,t,2
Private bath walk UW U Village(202),f,University District,Seattle,WA,98105,47.663178932733500,-122.30399039504600,Apartment,65.00,t,0
Room with Downtown Seattle Views!,f,University District,Seattle,WA,98105,47.6640470302401,-122.31821953257300,Condominium,120.00,t,1
Blue Nautical Room w/Breakfast,f,University District,Seattle,WA,98105,47.66871492932790,-122.31631621598100,House,40.00,t,23
The Fireplace Room w/Breakfast,f,,Seattle,WA,98105,47.663122285899600,-122.30983960674500,House,43.00,t,9
Standard room with 3/4 bath by UW,t,University District,Seattle,WA,98105,47.668337879804500,-122.31518595088100,House,70.00,t,18
Interns-New available Walk to UW 41,f,University District,Seattle,WA,98105,47.65836315994910,-122.31800632642200,Apartment,90.00,t,9
"Clean, New, Upscale Studio Near UW",f,University District,Seattle,WA,98105,47.6610967060518,-122.31877397999800,Apartment,90.00,t,9
Cozy Apartment near UW ,f,University District,Seattle,WA,98105,47.664423566404300,-122.3032118919270,Apartment,85.00,t,62
Charming 1920s Unit in U-District,f,University District,Seattle,WA,98105,47.66044158497390,-122.31376828743200,Apartment,115.00,t,14
View Emerald City Jewel Apt UW 1BD,f,University District,Seattle,WA,98105,47.65877002754870,-122.31369043358400,Apartment,89.00,t,124
Seattle Green House Aprtment Campus,f,University District,Seattle,WA,98105,47.65825773833650,-122.31356599400900,Apartment,185.00,t,1
"Center UW, Convenient  Comfy  (212)",f,University District,Seattle,WA,98105,47.66154611817470,-122.31479365243300,Apartment,85.00,t,5
Architects' Garden Retreat,f,University District,Seattle,WA,98105,47.66856586583580,-122.30746196378200,Apartment,135.00,t,0
Sunny 1BR Apt in the U District,f,University District,Seattle,WA,98105,47.65883580598530,-122.31814955929700,Apartment,95.00,t,11
4BD/1BA Townhouse Close to UW,f,University District,Seattle,WA,98105,47.65721705819160,-122.3142328619160,Apartment,306.00,t,1
The Herbal U,f,,Seattle,WA,98105,47.66692210432470,-122.31720189306400,House,29.00,t,0
The Parisian Room w/ Breakfast,f,,Seattle,WA,98105,47.662994720856500,-122.31022150527000,House,47.00,t,14
UW Hacker House- 2nd flr 2p L,f,University District,Seattle,WA,98105,47.65824886150640,-122.3176388721330,House,50.00,t,1
Remodeled Hardwood 3 min walk UW 37,f,University District,Seattle,WA,98105,47.65856120833460,-122.31608656335900,Apartment,105.00,t,3
Center UW 2 beds large Quiet  (210),f,University District,Seattle,WA,98105,47.66147374152720,-122.31356281044500,Apartment,83.00,t,11
"Private bedroom & bathroom, parking",f,,Seattle,WA,98105,47.66765748239080,-122.31780716890700,House,73.00,t,5
New Spacious Private Home UW Lake U,f,University District,Seattle,WA,98105,47.65665819458100,-122.32031378158000,Townhouse,92.00,t,34
